full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Soufian Echcharaf,26,769302000,Botola Pro,2019/2020,Midfielder,Ittihad Tanger,791,437,354,Netherlands,11,5,5,0,0,0,0,0,0,0,0,3,3,0,13,2,11,0,0,0,0,0,0,0,0,1.48,61,72,0,0,0,236,292,-1,17
Soufiane Barrouhou,26,758851200,Botola Pro,2019/2020,Goalkeeper,Difaâ El Jadida,180,90,90,Morocco,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,14
Soufiane Bouftini,26,767919600,Botola Pro,2019/2020,Defender,Hassania Agadir,1080,540,540,Morocco,12,6,6,2,0,2,0,0,0,1,0,1,1,0,14,5,9,3,0,0.17,0,0.17,0,0.33,540,1.17,77,90,360,0,0.25,61,117,86,4
Soufiane Hariss,27,716252400,Botola Pro,2019/2020,Midfielder,Youssoufia Berrechid,254,180,74,Morocco,4,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0.71,127,64,0,0,0,-1,-1,-1,15
Soufiane Karkache,21,930870000,Botola Pro,2019/2020,Defender,Wydad Casablanca,169,152,17,Belgium,4,2,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1.07,85,42,0,0,0,-1,-1,-1,25
Soufiane Rahimi,24,833670000,Botola Pro,2019/2020,Forward,Raja Casablanca,1274,505,769,Morocco,17,7,8,5,2,3,0,0,0,0,0,10,4,6,7,1,6,3,0,0.35,0,0.35,0.36,0.35,255,0.49,182,75,425,0,0.21,22,136,-1,2
Soufiane Saadane,26,764035200,Botola Pro,2019/2020,Midfielder,FUS Rabat,404,115,289,Morocco,10,1,3,0,0,0,0,0,0,0,0,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0.45,202,40,0,0,0,254,184,-1,17
Soufiane Talal,29,675212400,Botola Pro,2019/2020,Midfielder,Raja Beni Mellal,200,110,90,Morocco,3,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,3,1,0,0,0,0,0,0,0.45,200,67,67,0,1.35,-1,-1,-1,11
Souhail Yechou,27,720144000,Botola Pro,2019/2020,Defender,RSB Berkane,194,72,122,Morocco,6,1,1,0,0,0,0,0,0,0,0,2,1,1,5,1,4,3,0,0,0,0,0,0,0,2.32,39,32,65,0,1.39,-1,-1,-1,14
Soulaimane El Amrani,23,852076800,Botola Pro,2019/2020,Midfielder,Difaâ El Jadida,633,287,346,Morocco,9,3,3,0,0,0,0,0,0,0,0,5,4,1,5,0,5,0,0,0,0,0,0,0,0,0.71,127,70,0,0,0,276,67,-1,17
Taha Mourid,18,1015200000,Botola Pro,2019/2020,Goalkeeper,Wydad Casablanca,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tamer Seyam,27,722649600,Botola Pro,2019/2020,Midfielder,Hassania Agadir,361,170,191,Palestine,7,1,2,1,1,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0.25,0,0.25,0.53,0,361,1,90,52,0,0,0,41,50,-1,6
Taoufik Ijrouten,30,639961200,Botola Pro,2019/2020,Forward,Ittihad Tanger,551,182,369,Morocco,10,2,5,0,0,0,0,0,0,0,0,2,1,1,10,4,6,0,0,0,0,0,0,0,0,1.63,55,55,0,0,0,209,7,-1,16
Taoufik Safsafi,28,694569600,Botola Pro,2019/2020,Midfielder,Moghreb Tétouan,743,432,311,Morocco,10,5,4,0,0,0,0,0,0,0,0,5,4,1,5,2,3,4,0,0,0,0,0,0,0,0.61,149,74,186,0,0.48,243,176,-1,20
Taoufiq Idsghir,0,0,Botola Pro,2019/2020,Forward,Hassania Agadir,4,4,0,Morocco,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,26
Tarik Aouattah,27,715820400,Botola Pro,2019/2020,Goalkeeper,Ittihad Tanger,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tarik Asstati,30,647823600,Botola Pro,2019/2020,Defender,Ittihad Tanger,594,234,360,Morocco,8,3,4,0,0,0,0,0,0,0,0,1,1,0,10,3,7,3,0,0,0,0,0,0,0,1.52,59,74,198,0,0.45,161,84,119,10
Tarik Astati,29,678236400,Botola Pro,2019/2020,Midfielder,Ittihad Tanger,540,360,180,Morocco,6,4,2,1,1,0,0,0,0,1,0,3,3,0,6,1,5,1,0,0.17,0,0.17,0.25,0,540,1,90,90,540,0,0.17,67,236,-1,4
Tony Edjomariegwe,0,0,Botola Pro,2019/2020,Midfielder,Moghreb Tétouan,1331,655,676,Nigeria,16,8,8,1,0,1,0,0,0,0,0,9,7,2,8,1,7,3,0,0.07,0,0.07,0,0.13,1331,0.54,166,83,444,0,0.2,109,220,-1,8
Unknown Player,34,495068400,Botola Pro,2019/2020,Midfielder,RSB Berkane,6188,3158,3030,International,71,36,35,0,0,0,0,0,0,0,0,18,11,7,39,0,39,153,9,0,0,0,0,0,0,0.57,159,87,38,0,2.36,139,30,-1,13
Walid El Karti,26,774918000,Botola Pro,2019/2020,Midfielder,Wydad Casablanca,979,484,495,Morocco,14,5,5,0,0,0,0,0,0,0,0,3,1,2,10,4,6,1,0,0,0,0,0,0,0,0.92,98,70,979,0,0.09,189,124,-1,28
Walid Sabbar,24,825206400,Botola Pro,2019/2020,Midfielder,Olympic Safi,1520,841,679,Morocco,18,10,8,2,1,1,0,0,0,0,0,8,6,2,13,6,7,6,1,0.12,0,0.12,0.11,0.13,760,0.77,117,84,217,0,0.41,87,212,-1,3
Wissam El Baraka,35,475459200,Botola Pro,2019/2020,Forward,Youssoufia Berrechid,10,0,10,Morocco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,10,10,0,0,0,-1,-1,-1,20
Yahia Attiyat allah,25,794102400,Botola Pro,2019/2020,Forward,Wydad Casablanca,407,224,183,Morocco,6,2,2,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,1.33,68,68,0,0,0,177,104,-1,16
Yahia El Filali,30,626918400,Botola Pro,2019/2020,Goalkeeper,Difaâ El Jadida,90,0,90,Morocco,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,16
Yahya Jabrane,29,677199600,Botola Pro,2019/2020,Midfielder,Wydad Casablanca,669,368,301,Morocco,9,4,4,2,0,2,0,0,0,2,0,1,0,1,8,4,4,6,2,0.27,0,0.27,0,0.6,335,1.08,84,74,112,0,0.81,35,121,-1,7
Yasser Jarici,31,609462000,Botola Pro,2019/2020,Defender,FUS Rabat,906,415,491,Morocco,13,4,6,0,0,0,0,0,0,0,0,5,3,2,5,2,3,3,0,0,0,0,0,0,0,0.5,181,70,302,0,0.3,245,177,9,24
Yassine Amrioui,25,793324800,Botola Pro,2019/2020,Defender,FAR Rabat,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yassine Asri,0,0,Botola Pro,2019/2020,Midfielder,Ittihad Tanger,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yassine Boughaz,0,0,Botola Pro,2019/2020,Defender,FAR Rabat,209,101,108,Morocco,6,1,1,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,1.29,70,35,0,0,0,-1,-1,-1,17
Yassine Dahbi,28,691113600,Botola Pro,2019/2020,Forward,Difaâ El Jadida,871,527,344,Morocco,11,6,4,3,2,1,0,0,0,0,0,3,2,1,7,4,3,3,0,0.31,0,0.31,0.34,0.26,290,0.72,124,79,290,0,0.31,28,61,-1,1
Yassine El Houasli,29,659404800,Botola Pro,2019/2020,Goalkeeper,CR Khemis Zemamra,1395,675,720,Morocco,16,8,8,0,0,0,0,0,0,0,0,3,3,0,17,6,11,1,0,0,0,0,0,0,0,1.1,82,87,1395,0,0.06,283,38,84,21
Yassine Labhiri,26,771462000,Botola Pro,2019/2020,Forward,Khouribga,99,54,45,Morocco,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.91,99,20,0,0,0,-1,-1,-1,26
Yassine Marsile,0,0,Botola Pro,2019/2020,Defender,Khouribga,574,270,304,Morocco,7,3,4,0,0,0,0,0,0,0,0,2,2,0,6,1,5,2,0,0,0,0,0,0,0,0.94,96,82,287,0,0.31,178,103,71,8
Yassine Othmane,27,727747200,Botola Pro,2019/2020,Midfielder,Rapide Oued Zem,4,4,0,Morocco,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,18
Yassine Rami,32,556930800,Botola Pro,2019/2020,Defender,Hassania Agadir,810,360,450,Morocco,9,4,5,0,0,0,0,0,0,0,0,3,2,1,8,3,5,3,0,0,0,0,0,0,0,0.89,101,90,270,0,0.33,277,53,66,19
Yassine Salhi,32,562896000,Botola Pro,2019/2020,Forward,Raja Beni Mellal,201,104,97,Morocco,6,1,1,1,1,0,0,0,0,0,0,3,2,1,1,0,1,1,0,0.45,0,0.45,0.87,0,201,0.45,201,34,201,0,0.45,-1,-1,-1,2
Younes Ed-dybe,26,757382400,Botola Pro,2019/2020,Forward,Ittihad Tanger,264,112,152,Morocco,5,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.68,132,53,0,0,0,-1,-1,-1,23
Younes El Khafi,26,766018800,Botola Pro,2019/2020,Forward,CR Khemis Zemamra,19,0,19,Morocco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,14
Younes Hardala,0,0,Botola Pro,2019/2020,Goalkeeper,CR Khemis Zemamra,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Younes Houassi,35,467506800,Botola Pro,2019/2020,Forward,Youssoufia Berrechid,673,347,326,Morocco,11,4,3,1,1,0,0,0,0,0,0,3,2,1,12,4,8,1,0,0.13,0,0.13,0.26,0,673,1.6,56,61,673,0,0.13,78,288,-1,8
Younes Karabila,25,799369200,Botola Pro,2019/2020,Goalkeeper,RSB Berkane,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Youssef Aguerdoum,30,637200000,Botola Pro,2019/2020,Defender,Difaâ El Jadida,1424,870,554,Morocco,17,9,7,1,0,1,0,0,0,0,0,6,5,1,10,4,6,1,0,0.06,0,0.06,0,0.16,1424,0.63,142,84,1424,0,0.06,117,77,26,9
Youssef Alfahli,23,862095600,Botola Pro,2019/2020,Forward,Hassania Agadir,1033,575,458,Morocco,14,6,5,2,2,0,0,0,0,0,0,3,2,1,12,5,7,2,0,0.17,0,0.17,0.31,0,517,1.05,86,74,517,0,0.17,66,45,-1,3
Youssef Anouar,30,647046000,Botola Pro,2019/2020,Midfielder,Ittihad Tanger,924,450,474,Morocco,13,5,5,0,0,0,0,0,0,0,0,4,3,1,13,4,9,1,0,0,0,0,0,0,0,1.27,71,71,924,0,0.1,259,237,-1,25
Youssef Arbidi,24,817257600,Botola Pro,2019/2020,Midfielder,Olympic Safi,188,121,67,Morocco,8,0,0,0,0,0,0,0,0,0,0,5,5,0,2,1,1,0,0,0,0,0,0,0,0,0.96,94,24,0,0,0,-1,-1,-1,18
Youssef Bekkari,0,0,Botola Pro,2019/2020,Midfielder,Raja Casablanca,326,180,146,Morocco,6,2,2,0,0,0,0,0,0,0,0,2,1,1,4,3,1,0,0,0,0,0,0,0,0,1.1,82,54,0,0,0,160,85,-1,12
Youssef Belammari,21,906246000,Botola Pro,2019/2020,Midfielder,FUS Rabat,1188,349,839,Morocco,17,4,10,2,0,2,0,0,0,0,0,5,1,4,11,5,6,0,0,0.15,0,0.15,0,0.21,594,0.83,108,70,0,0,0,75,270,-1,6
Youssef Bouchtah,30,648342000,Botola Pro,2019/2020,Defender,Moghreb Tétouan,972,450,522,Morocco,11,5,6,0,0,0,0,0,0,0,0,5,4,1,7,1,6,1,0,0,0,0,0,0,0,0.65,139,88,972,0,0.09,227,224,31,28
Youssef Chaina,27,718844400,Botola Pro,2019/2020,Defender,Wydad Casablanca,759,499,260,Morocco,9,6,3,2,2,0,0,0,0,0,0,0,0,0,14,7,7,2,0,0.24,0,0.24,0.36,0,380,1.66,54,84,380,0,0.24,42,287,124,3
Youssef El Houari,0,0,Botola Pro,2019/2020,Forward,Moghreb Tétouan,44,44,0,Morocco,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,16
Youssef El Omari,26,765327600,Botola Pro,2019/2020,Defender,Mouloudia Oujda,698,332,366,Morocco,12,4,3,0,0,0,0,0,0,0,0,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0.52,175,58,0,0,0,298,248,14,20
Youssef Jamaaoui,27,736038000,Botola Pro,2019/2020,Defender,Mouloudia Oujda,166,10,156,Morocco,6,0,1,0,0,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,1.08,83,28,0,0,0,-1,-1,-1,12
Youssef Karmani,33,550882800,Botola Pro,2019/2020,Forward,Youssoufia Berrechid,236,131,105,Morocco,9,1,1,0,0,0,0,0,0,0,0,2,2,0,4,0,4,1,0,0,0,0,0,0,0,1.53,59,26,236,0,0.38,-1,-1,-1,11
Youssef Limouri,0,0,Botola Pro,2019/2020,Defender,FUS Rabat,1170,450,720,Morocco,13,5,8,0,0,0,0,0,0,0,0,5,2,3,6,3,3,3,0,0,0,0,0,0,0,0.46,195,90,390,0,0.23,162,83,7,12
Youssef Michte,0,0,Botola Pro,2019/2020,Midfielder,Olympic Safi,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Youssef Oggadi,31,599270400,Botola Pro,2019/2020,Defender,Youssoufia Berrechid,1080,540,540,Morocco,12,6,6,0,0,0,0,0,0,0,0,3,2,1,14,5,9,3,0,0,0,0,0,0,0,1.17,77,90,360,0,0.25,219,297,88,18
Youssef Ouchouia,28,707353200,Botola Pro,2019/2020,Defender,Rapide Oued Zem,508,337,171,Morocco,6,4,2,0,0,0,0,0,0,0,0,2,2,0,5,1,4,1,0,0,0,0,0,0,0,0.89,102,85,508,0,0.18,229,300,63,19
Youssef Sektioui,27,714351600,Botola Pro,2019/2020,Midfielder,Khouribga,180,90,90,Morocco,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,21
Youssef Tourabi,31,608857200,Botola Pro,2019/2020,Defender,Moghreb Tétouan,1080,630,450,Morocco,12,7,5,1,0,1,0,0,0,0,0,7,6,1,6,1,5,6,0,0.08,0,0.08,0,0.2,1080,0.5,180,90,180,0,0.5,108,226,11,6
Youssef Toutouh,27,718326000,Botola Pro,2019/2020,Midfielder,FAR Rabat,117,104,13,Denmark,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,2.31,39,29,0,0,0,-1,-1,-1,10
Youssef Zghoudi,27,723168000,Botola Pro,2019/2020,Forward,RSB Berkane,483,447,36,Morocco,11,5,0,1,1,0,0,0,0,0,0,7,3,4,3,3,0,0,0,0.19,0,0.19,0.2,0,483,0.56,161,44,0,0,0,53,88,-1,8
Youssouf Traore,22,885427200,Botola Pro,2019/2020,Defender,Khouribga,872,512,360,Mali,10,6,4,0,0,0,0,0,0,0,0,2,1,1,14,8,6,0,0,0,0,0,0,0,0,1.44,62,87,0,0,0,143,33,115,16
Zaid Krouch,29,664934400,Botola Pro,2019/2020,Forward,RSB Berkane,1249,742,507,Morocco,18,10,6,0,0,0,0,0,0,0,0,9,3,6,7,6,1,0,0,0,0,0,0,0,0,0.5,178,69,0,0,0,135,6,-1,17
Zakaria Al Harash,21,909097200,Botola Pro,2019/2020,Forward,Ittihad Tanger,261,166,95,Libya,6,2,1,0,0,0,0,0,0,0,0,2,2,0,4,1,3,1,0,0,0,0,0,0,0,1.38,65,44,261,0,0.34,-1,-1,-1,14
Zakaria Azoud,22,897174000,Botola Pro,2019/2020,Midfielder,Rapide Oued Zem,482,274,208,Morocco,9,3,2,0,0,0,0,0,0,0,0,3,2,1,2,0,2,3,1,0,0,0,0,0,0,0.37,241,54,161,0,0.56,232,253,-1,22
Zakaria Driouch,0,0,Botola Pro,2019/2020,Defender,Raja Casablanca,10,0,10,Morocco,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,22
Zakaria Fati,27,715734000,Botola Pro,2019/2020,Midfielder,Youssoufia Berrechid,1399,710,689,Morocco,19,8,8,7,4,3,0,0,0,3,0,2,1,1,24,10,14,2,0,0.45,0,0.45,0.51,0.39,200,1.54,58,74,700,0,0.13,12,286,-1,1
Zakaria Grirrane,33,548982000,Botola Pro,2019/2020,Midfielder,Raja Beni Mellal,955,540,415,Morocco,11,6,5,0,0,0,0,0,0,0,0,5,4,1,10,5,5,4,0,0,0,0,0,0,0,0.94,96,87,239,0,0.38,313,157,-1,21
Zakaria Habti,0,0,Botola Pro,2019/2020,Forward,Raja Casablanca,22,22,0,Morocco,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,22,0,4.09,-1,-1,-1,30
Zakaria Hadraf,30,637200000,Botola Pro,2019/2020,Forward,RSB Berkane,642,286,356,Morocco,10,3,4,0,0,0,0,0,0,0,0,5,1,4,6,3,3,0,0,0,0,0,0,0,0,0.84,107,64,0,0,0,170,112,-1,24
Zakaria Kiani,23,853891200,Botola Pro,2019/2020,Defender,CR Khemis Zemamra,1016,476,540,Morocco,12,5,6,1,1,0,0,0,0,0,0,2,2,0,14,4,10,0,0,0.09,0,0.09,0.19,0,1016,1.24,73,85,0,0,0,100,302,97,6
Zakaria Lahlali,29,659404800,Botola Pro,2019/2020,Midfielder,Olympic Safi,1754,990,764,Morocco,20,11,8,0,0,0,0,0,0,0,0,9,7,2,16,7,9,3,0,0,0,0,0,0,0,0.82,110,88,585,0,0.15,157,213,-1,19
Zakaria Wardi,22,903308400,Botola Pro,2019/2020,Midfielder,Raja Casablanca,1004,557,447,Morocco,16,5,3,0,0,0,0,0,0,0,0,9,3,6,7,5,2,1,0,0,0,0,0,0,0,0.63,143,63,1004,0,0.09,127,78,-1,25
Zayad Laasfa,0,0,Botola Pro,2019/2020,Goalkeeper,Raja Beni Mellal,90,0,90,Morocco,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,10
Zine Eddine Derrag,0,0,Botola Pro,2019/2020,Midfielder,Khouribga,1303,701,602,Morocco,19,8,7,0,0,0,0,0,0,0,0,5,3,2,18,11,7,0,0,0,0,0,0,0,0,1.24,72,69,0,0,0,278,231,-1,25
Zouhair Chaouch,31,600739200,Botola Pro,2019/2020,Midfielder,Hassania Agadir,776,418,358,Morocco,10,5,4,0,0,0,0,0,0,0,0,3,2,1,10,5,5,2,1,0,0,0,0,0,0,1.16,78,78,259,0,0.35,267,48,-1,23
Zouhair El Ouassli,27,745023600,Botola Pro,2019/2020,Forward,Raja Beni Mellal,615,407,208,Morocco,9,5,3,0,0,0,0,0,0,0,0,2,2,0,9,6,3,1,0,0,0,0,0,0,0,1.32,68,68,615,0,0.15,312,238,-1,22
Zouhair Hachemi,22,887414400,Botola Pro,2019/2020,Defender,Khouribga,643,360,283,Morocco,8,4,4,0,0,0,0,0,0,0,0,2,1,1,9,5,4,0,0,0,0,0,0,0,0,1.26,71,80,0,0,0,130,208,101,30
Zouhair Laaroubi,36,459990000,Botola Pro,2019/2020,Goalkeeper,RSB Berkane,1530,900,630,Morocco,17,10,7,0,0,0,0,0,0,0,0,8,3,5,12,7,5,2,0,0,0,0,0,0,0,0.71,128,90,765,0,0.12,284,17,44,15
Zouhair Marour,25,795571200,Botola Pro,2019/2020,Defender,CR Khemis Zemamra,637,270,367,Morocco,9,3,4,0,0,0,0,0,0,0,0,0,0,0,14,5,9,0,0,0,0,0,0,0,0,1.98,46,71,0,0,0,168,114,132,16
Zouhair Ouchen,30,620434800,Botola Pro,2019/2020,Forward,Khouribga,182,135,47,Morocco,4,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1.98,46,46,0,0,0,-1,-1,-1,13
Zouheir El-Moutaraji,24,828313200,Botola Pro,2019/2020,Forward,Wydad Casablanca,337,277,60,Morocco,8,3,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0.27,0,0.27,0,1.5,337,0.53,169,42,337,0,0.27,36,137,-1,10
Zouheir Naim,34,500256000,Botola Pro,2019/2020,Forward,Moghreb Tétouan,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
